,id,host_id,host_since,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,bedrooms,beds,bed_type,price,availability_365
2601,894015,4622027,2013-01-07,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.6819386165134,-73.92895553583806,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$149.00,233
2602,9937307,17543924,2014-07-02,t,1.0,t,Bedford-Stuyvesant,Brooklyn,40.68608241865145,-73.92987451711461,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,0
2604,13083020,1892402,2012-03-09,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.683465579235744,-73.95461687280734,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,0
2608,1939757,10033884,2013-11-15,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.681859825457046,-73.94857729462873,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$99.00,365
2610,19342731,132958806,2017-06-01,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.691402269581744,-73.95992702633528,t,Other,Private room,1.0,1.0,Real Bed,$45.00,0
2611,13475688,84557,2010-02-23,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.68987771871647,-73.93136379244929,t,House,Entire home/apt,1.0,1.0,Real Bed,$85.00,0
2612,892704,4746193,2013-01-17,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.68485306414235,-73.93683606130209,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$120.00,277
2614,18849595,5339839,2013-03-05,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.68233548888343,-73.95402387515173,t,Bungalow,Entire home/apt,2.0,2.0,Real Bed,$250.00,87
2615,14472272,8792814,2013-09-12,f,8.0,t,Bedford-Stuyvesant,Brooklyn,40.694859191884774,-73.94525428586547,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$115.00,292
2618,20423928,12570239,2014-02-25,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.686525915619676,-73.9438020109503,t,Apartment,Private room,1.0,2.0,Real Bed,$85.00,0
2620,16490449,2373229,2012-05-14,f,4.0,t,Bedford-Stuyvesant,Brooklyn,40.69898014566814,-73.93938712365006,t,Apartment,Private room,1.0,1.0,Real Bed,$38.00,69
2621,14249338,86724810,2016-07-29,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.69002566985426,-73.94130230521905,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$160.00,34
2624,1808550,7557833,2013-07-17,f,6.0,t,Bedford-Stuyvesant,Brooklyn,40.690964411016004,-73.94612686919181,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,305
2627,3643392,18397763,2014-07-19,f,7.0,t,Bedford-Stuyvesant,Brooklyn,40.68634531333557,-73.93245530868563,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,334
2631,12033412,24762401,2014-12-12,f,8.0,t,Bedford-Stuyvesant,Brooklyn,40.69051448893267,-73.95049084311364,t,Apartment,Private room,1.0,1.0,Real Bed,$61.00,338
