,id,host_id,host_since,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,bedrooms,beds,bed_type,price,availability_365
1,3831,4869,2008-12-07,f,1.0,t,Clinton Hill,Brooklyn,40.685140000000004,-73.95976,t,Guest suite,Entire home/apt,1.0,4.0,Real Bed,$89.00,161
5,5203,7490,2009-02-05,f,1.0,t,Upper West Side,Manhattan,40.80178,-73.96723,t,Apartment,Private room,1.0,1.0,Real Bed,$79.00,0
6,5238,7549,2009-02-07,t,4.0,t,Chinatown,Manhattan,40.713440000000006,-73.99037,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$150.00,14
7,5441,7989,2009-02-16,t,1.0,t,Hell's Kitchen,Manhattan,40.76076,-73.98867,t,Apartment,Private room,1.0,1.0,Real Bed,$99.00,18
8,5552,8380,2009-02-22,f,1.0,t,West Village,Manhattan,40.73552,-74.01042,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$160.00,33
9,5803,9744,2009-03-10,t,3.0,t,South Slope,Brooklyn,40.66829,-73.98779,t,Townhouse,Private room,1.0,0.0,Real Bed,$89.00,0
10,6090,11975,2009-04-01,t,2.0,t,West Village,Manhattan,40.7353,-74.00525,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$120.00,272
12,7097,17571,2009-05-17,t,1.0,t,Fort Greene,Brooklyn,40.69169,-73.97185,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$199.00,352
13,7322,18946,2009-05-27,t,1.0,t,Chelsea,Manhattan,40.74192,-73.99501,t,Apartment,Private room,1.0,1.0,Real Bed,$120.00,0
15,7750,17985,2009-05-20,f,2.0,t,East Harlem,Manhattan,40.79685,-73.94872,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$190.00,276
17,8024,22486,2009-06-20,f,4.0,t,Park Slope,Brooklyn,40.680690000000006,-73.97706,t,Bed and breakfast,Private room,1.0,2.0,Real Bed,$115.00,259
18,8110,22486,2009-06-20,f,4.0,t,Park Slope,Brooklyn,40.680009999999996,-73.97865,t,Bed and breakfast,Private room,4.0,8.0,Real Bed,$32.00,358
19,8490,25183,2009-07-10,t,2.0,t,Bedford-Stuyvesant,Brooklyn,40.68371,-73.94028,t,Loft,Entire home/apt,1.0,4.0,Real Bed,$120.00,292
21,8700,26394,2009-07-20,f,1.0,t,Inwood,Manhattan,40.867540000000005,-73.92639,t,Apartment,Private room,1.0,1.0,Real Bed,$80.00,0
22,9518,31374,2009-08-12,f,1.0,t,Inwood,Manhattan,40.86482,-73.92106,t,Apartment,Private room,1.0,1.0,Real Bed,$44.00,364
23,9657,21904,2009-06-16,f,1.0,t,East Village,Manhattan,40.7292,-73.98541999999999,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$175.00,54
28,10962,9744,2009-03-10,t,3.0,t,South Slope,Brooklyn,40.668690000000005,-73.9878,t,Townhouse,Private room,1.0,0.0,Real Bed,$89.00,349
29,11174,40979,2009-09-24,f,1.0,t,Bushwick,Brooklyn,40.704570000000004,-73.91869,t,Loft,Entire home/apt,1.0,1.0,Real Bed,$98.00,0
33,12192,46978,2009-10-19,f,2.0,t,East Village,Manhattan,40.7229,-73.98199,t,Apartment,Private room,1.0,1.0,Real Bed,$68.00,60
35,12627,49670,2009-10-29,t,1.0,t,Prospect-Lefferts Gardens,Brooklyn,40.659440000000004,-73.96238000000001,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,90
36,12937,50124,2009-10-31,t,1.0,t,Long Island City,Queens,40.74771,-73.9474,t,Townhouse,Private room,1.0,2.0,Real Bed,$130.00,160
37,12940,50148,2009-10-31,f,6.0,t,Bedford-Stuyvesant,Brooklyn,40.68111,-73.95591,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$110.00,364
38,13050,50846,2009-11-02,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.68554,-73.9409,t,Townhouse,Entire home/apt,2.0,2.0,Real Bed,$120.00,0
39,13394,52335,2009-11-08,f,2.0,t,Fort Greene,Brooklyn,40.69142,-73.97376,t,Apartment,Private room,1.0,0.0,Real Bed,$80.00,309
40,13808,54275,2009-11-14,f,3.0,t,Bedford-Stuyvesant,Brooklyn,40.68043,-73.93934,t,Townhouse,Private room,1.0,1.0,Real Bed,$80.00,219
43,14314,56246,2009-11-21,f,2.0,t,Greenpoint,Brooklyn,40.73506,-73.95392,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$149.00,279
44,14322,56284,2009-11-21,f,1.0,t,Kips Bay,Manhattan,40.73961,-73.98074,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,343
45,14377,56512,2009-11-22,f,1.0,t,Williamsburg,Brooklyn,40.70881,-73.9593,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,70
47,14991,59023,2009-12-01,f,1.0,t,Lower East Side,Manhattan,40.720040000000004,-73.99104,t,Apartment,Private room,1.0,1.0,Real Bed,$110.00,353
48,15220,59734,2009-12-03,f,2.0,t,Hell's Kitchen,Manhattan,40.755309999999994,-73.99293,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,292
49,15341,60049,2009-12-04,f,3.0,t,SoHo,Manhattan,40.7221,-73.99775,t,Condominium,Entire home/apt,1.0,2.0,Real Bed,$180.00,75
50,15385,60252,2009-12-05,t,1.0,t,Williamsburg,Brooklyn,40.71185,-73.96204,t,Apartment,Private room,1.0,1.0,Real Bed,$90.00,235
51,15396,60278,2009-12-05,f,2.0,t,Chelsea,Manhattan,40.74623,-73.9953,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$375.00,179
52,15711,61491,2009-12-09,f,2.0,t,Upper East Side,Manhattan,40.77065,-73.95269,t,Apartment,Entire home/apt,2.0,4.0,Real Bed,$200.00,213
53,15729,61531,2009-12-09,f,3.0,t,Red Hook,Brooklyn,40.67695,-74.01120999999999,t,House,Private room,1.0,1.0,Real Bed,$89.00,0
54,16326,63588,2009-12-16,f,2.0,t,Prospect Heights,Brooklyn,40.67811,-73.96428,t,Condominium,Entire home/apt,4.0,4.0,Real Bed,$200.00,245
55,16338,63613,2009-12-16,f,2.0,t,Clinton Hill,Brooklyn,40.69,-73.96788000000001,t,Apartment,Private room,1.0,2.0,Real Bed,$45.00,321
56,16421,63924,2009-12-17,t,1.0,t,Hell's Kitchen,Manhattan,40.75979,-73.99119,t,Apartment,Private room,1.0,1.0,Real Bed,$52.00,220
57,16458,64056,2009-12-18,f,1.0,t,Park Slope,Brooklyn,40.673429999999996,-73.98338000000001,t,Condominium,Entire home/apt,2.0,1.0,Real Bed,$225.00,0
58,16580,64442,2009-12-19,t,1.0,t,East Village,Manhattan,40.726490000000005,-73.97904,t,Apartment,Private room,1.0,1.0,Real Bed,$80.00,150
60,16821,4396,2008-11-19,f,3.0,t,East Village,Manhattan,40.72298,-73.98474,t,Apartment,Private room,1.0,1.0,Real Bed,$99.00,365
61,16974,65837,2009-12-26,t,1.0,t,East Harlem,Manhattan,40.80164,-73.93921999999999,t,Loft,Entire home/apt,4.0,6.0,Real Bed,$225.00,241
62,17037,66035,2009-12-27,f,1.0,t,East Village,Manhattan,40.72162,-73.98008,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,177
63,17092,66243,2009-12-28,f,1.0,t,Hell's Kitchen,Manhattan,40.76342,-73.98865,t,Apartment,Private room,1.0,1.0,Real Bed,$51.00,134
65,17747,68599,2010-01-07,t,1.0,t,Clinton Hill,Brooklyn,40.68346,-73.96374,t,Apartment,Private room,1.0,1.0,Real Bed,$105.00,357
66,18127,69829,2010-01-11,f,1.0,t,East Village,Manhattan,40.72828,-73.98801,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$170.00,235
67,18152,69942,2010-01-12,f,1.0,t,Upper East Side,Manhattan,40.76865,-73.95058,t,Apartment,Private room,2.0,1.0,Real Bed,$200.00,361
69,18590,71512,2010-01-18,t,5.0,t,Fort Greene,Brooklyn,40.6932,-73.97267,t,Apartment,Private room,1.0,1.0,Real Bed,$95.00,154
71,18764,72014,2010-01-20,f,4.0,t,Williamsburg,Brooklyn,40.71154,-73.96112,t,Apartment,Private room,2.0,2.0,Real Bed,$145.00,351
72,19159,73051,2010-01-24,f,2.0,t,Harlem,Manhattan,40.82915,-73.95136,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$110.00,219
73,19169,73128,2010-01-24,t,2.0,t,Lower East Side,Manhattan,40.718509999999995,-73.98892,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$285.00,365
74,19282,73469,2010-01-25,f,1.0,t,Flatbush,Brooklyn,40.65401,-73.96323000000001,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$130.00,125
75,19601,74303,2010-01-27,f,1.0,t,Brooklyn Heights,Brooklyn,40.69723,-73.99268000000001,t,Apartment,Entire home/apt,3.0,3.0,Real Bed,"$2,000.00",0
76,19812,74857,2010-01-29,f,1.0,t,Williamsburg,Brooklyn,40.71833,-73.95748,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$105.00,307
78,20300,76627,2010-02-02,f,1.0,t,East Village,Manhattan,40.72912,-73.98057,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,0
79,20611,72014,2010-01-20,f,4.0,t,Williamsburg,Brooklyn,40.71156,-73.96218,t,Apartment,Private room,1.0,1.0,Real Bed,$85.00,365
80,20717,78353,2010-02-06,t,3.0,t,Prospect Heights,Brooklyn,40.67832,-73.97243,t,House,Private room,1.0,1.0,Real Bed,$85.00,360
82,20734,78460,2010-02-07,t,1.0,t,Prospect Heights,Brooklyn,40.68233,-73.97261,t,Townhouse,Entire home/apt,1.0,1.0,Real Bed,$135.00,58
83,20755,51038,2009-11-03,t,8.0,t,Clinton Hill,Brooklyn,40.68634,-73.96600000000001,t,Townhouse,Private room,1.0,2.0,Real Bed,$98.00,253
84,20853,79070,2010-02-08,f,3.0,t,Prospect Heights,Brooklyn,40.68035,-73.97162,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$250.00,186
85,20913,79402,2010-02-09,f,1.0,t,Williamsburg,Brooklyn,40.70984,-73.95775,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$100.00,0
87,21456,42032,2009-09-29,f,1.0,t,Upper West Side,Manhattan,40.79764,-73.96177,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$140.00,347
88,21644,82685,2010-02-18,f,1.0,t,Harlem,Manhattan,40.82803,-73.94731,t,Apartment,Private room,1.0,0.0,Real Bed,$89.00,365
90,22911,87773,2010-03-03,f,3.0,t,Bedford-Stuyvesant,Brooklyn,40.684129999999996,-73.92357,t,Apartment,Entire home/apt,1.0,3.0,Real Bed,$125.00,258
91,23135,11481,2009-03-26,f,3.0,t,Carroll Gardens,Brooklyn,40.67967,-74.00154,t,Apartment,Entire home/apt,2.0,0.0,Real Bed,$175.00,352
93,24143,97219,2010-03-22,t,5.0,t,Williamsburg,Brooklyn,40.71332,-73.94176999999999,t,Condominium,Private room,1.0,1.0,Real Bed,$101.00,163
95,25235,87773,2010-03-03,f,3.0,t,Bedford-Stuyvesant,Brooklyn,40.68373,-73.92376999999999,t,Apartment,Entire home/apt,2.0,4.0,Real Bed,$125.00,363
96,25406,105538,2010-04-08,f,1.0,t,Williamsburg,Brooklyn,40.71459,-73.94844,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$80.00,0
98,26012,109589,2010-04-16,f,1.0,t,Gowanus,Brooklyn,40.68157,-73.98989,t,Townhouse,Entire home/apt,3.0,3.0,Real Bed,$200.00,64
99,26362,59734,2009-12-03,f,2.0,t,Hell's Kitchen,Manhattan,40.75527,-73.99291,t,Apartment,Private room,1.0,1.0,Real Bed,$59.00,314
100,26520,51038,2009-11-03,t,8.0,t,Clinton Hill,Brooklyn,40.68698,-73.96571999999999,t,Townhouse,Private room,1.0,2.0,Real Bed,$125.00,348
102,26785,42273,2009-09-29,t,2.0,t,South Slope,Brooklyn,40.66853,-73.98912,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$120.00,0
104,26969,115307,2010-04-29,t,1.0,t,Williamsburg,Brooklyn,40.71942,-73.95748,t,House,Entire home/apt,3.0,4.0,Real Bed,$325.00,160
108,27644,119510,2010-05-06,t,1.0,t,Harlem,Manhattan,40.82754,-73.94919,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$170.00,364
109,27659,119588,2010-05-06,f,2.0,t,South Slope,Brooklyn,40.66499,-73.97925,t,Apartment,Entire home/apt,2.0,6.0,Real Bed,$400.00,342
112,28321,65091,2009-12-22,f,1.0,t,Prospect-Lefferts Gardens,Brooklyn,40.65593,-73.96053,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,365
116,29628,127608,2010-05-18,t,1.0,t,Clinton Hill,Brooklyn,40.68414,-73.96351,t,Apartment,Private room,1.0,1.0,Real Bed,$89.00,334
117,29683,125857,2010-05-16,t,3.0,t,East Village,Manhattan,40.72392,-73.99143000000001,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$185.00,275
118,31130,117287,2010-05-02,t,3.0,t,Hell's Kitchen,Manhattan,40.767540000000004,-73.98399,t,Apartment,Private room,1.0,1.0,Real Bed,$130.00,353
119,31902,137292,2010-06-02,f,1.0,t,Flatlands,Brooklyn,40.631879999999995,-73.93248,t,House,Private room,3.0,1.0,Real Bed,$77.00,178
120,31994,137814,2010-06-03,f,3.0,t,Clinton Hill,Brooklyn,40.6873,-73.9634,t,Apartment,Private room,1.0,1.0,Real Bed,$76.00,338
122,32037,116599,2010-05-01,t,3.0,t,Clinton Hill,Brooklyn,40.6863,-73.96765,t,Condominium,Private room,1.0,2.0,Real Bed,$135.00,365
123,32289,139612,2010-06-06,f,1.0,t,Williamsburg,Brooklyn,40.71561,-73.94835,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$199.00,60
130,33223,72014,2010-01-20,f,4.0,t,Williamsburg,Brooklyn,40.71165,-73.96087,t,Apartment,Private room,1.0,1.0,Real Bed,$80.00,342
131,34760,149929,2010-06-22,t,5.0,t,Fort Greene,Brooklyn,40.69101,-73.97312,t,Townhouse,Private room,1.0,1.0,Real Bed,$44.00,0
132,36133,142684,2010-06-11,f,1.0,t,Williamsburg,Brooklyn,40.71536,-73.96056999999999,t,Loft,Private room,1.0,1.0,Real Bed,$125.00,359
133,36442,137432,2010-06-02,f,1.0,t,Prospect Heights,Brooklyn,40.6741,-73.96595,t,Apartment,Entire home/apt,2.0,4.0,Real Bed,$115.00,336
135,36703,158284,2010-07-05,t,1.0,t,West Village,Manhattan,40.73226,-74.00401,t,Condominium,Entire home/apt,1.0,1.0,Real Bed,$225.00,304
137,37042,159917,2010-07-06,f,1.0,t,Chelsea,Manhattan,40.75295,-73.99801,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$150.00,2
138,38638,92788,2010-03-14,t,2.0,t,Upper East Side,Manhattan,40.77711,-73.9527,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$219.00,245
139,38663,165789,2010-07-13,f,1.0,t,Boerum Hill,Brooklyn,40.685590000000005,-73.98094,t,House,Entire home/apt,5.0,5.0,Real Bed,$475.00,216
141,39282,168525,2010-07-16,t,2.0,t,Williamsburg,Brooklyn,40.710879999999996,-73.95055,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,63
142,39572,169927,2010-07-17,f,2.0,t,Hell's Kitchen,Manhattan,40.76233,-73.98854,t,Apartment,Private room,1.0,1.0,Real Bed,$119.00,340
143,39586,12220,2009-04-04,t,2.0,t,Upper West Side,Manhattan,40.77953,-73.98829,t,Apartment,Private room,1.0,1.0,Real Bed,$225.00,365
144,39593,110506,2010-04-18,f,1.0,t,Sunnyside,Queens,40.74559,-73.92313,t,Apartment,Private room,1.0,2.0,Real Bed,$79.00,124
145,39704,170510,2010-07-18,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.68306,-73.94659,t,Townhouse,Entire home/apt,1.0,1.0,Real Bed,$135.00,0
146,40453,174025,2010-07-19,f,2.0,t,Upper East Side,Manhattan,40.76123,-73.9642,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,365
147,41348,180083,2010-07-25,t,1.0,t,Gowanus,Brooklyn,40.66858,-73.99083,t,Loft,Entire home/apt,2.0,3.0,Real Bed,"$1,004.00",0
148,41513,181167,2010-07-26,f,1.0,t,Harlem,Manhattan,40.827040000000004,-73.94906999999999,t,Apartment,Entire home/apt,1.0,3.0,Real Bed,$80.00,0
149,42580,137814,2010-06-03,f,3.0,t,Clinton Hill,Brooklyn,40.68843,-73.96408000000001,t,House,Private room,1.0,1.0,Real Bed,$70.00,360
150,42729,11481,2009-03-26,f,3.0,t,Carroll Gardens,Brooklyn,40.6783,-74.00135,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$165.00,363
152,43726,191091,2010-08-04,t,2.0,t,Tribeca,Manhattan,40.71915,-74.01017,t,Apartment,Entire home/apt,1.0,5.0,Real Bed,$275.00,74
154,44096,190409,2010-08-03,f,3.0,t,Highbridge,Bronx,40.83232,-73.93184000000001,t,House,Private room,1.0,1.0,Real Bed,$38.00,362
159,44472,170703,2010-07-18,f,2.0,t,NoHo,Manhattan,40.72825,-73.99286,t,Loft,Entire home/apt,3.0,3.0,Real Bed,$385.00,178
161,45393,201297,2010-08-14,f,1.0,t,West Village,Manhattan,40.73423,-74.0046,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,307
163,45556,67778,2010-01-04,t,3.0,t,Fort Greene,Brooklyn,40.688629999999996,-73.97691,t,Apartment,Private room,1.0,1.0,Real Bed,$65.00,172
164,45910,204539,2010-08-17,f,5.0,t,Ridgewood,Queens,40.70382,-73.89797,t,Townhouse,Entire home/apt,5.0,10.0,Real Bed,$350.00,365
166,45940,204724,2010-08-17,t,1.0,t,Williamsburg,Brooklyn,40.71627,-73.9587,t,Condominium,Entire home/apt,1.0,1.0,Real Bed,$200.00,0
167,46544,8198,2009-02-19,t,1.0,t,Park Slope,Brooklyn,40.67994,-73.97863000000001,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,52
168,46723,209460,2010-08-22,f,4.0,t,Bedford-Stuyvesant,Brooklyn,40.67992,-73.9475,t,House,Private room,1.0,1.0,Real Bed,$90.00,365
169,46911,210746,2010-08-23,t,3.0,t,Prospect Heights,Brooklyn,40.67868,-73.97306999999999,t,House,Private room,1.0,1.0,Real Bed,$120.00,70
170,47199,212722,2010-08-25,t,1.0,t,Upper East Side,Manhattan,40.76834,-73.95334,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,360
171,47362,214148,2010-08-26,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.68237,-73.9415,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$175.00,365
173,48719,221873,2010-09-02,f,2.0,t,Lower East Side,Manhattan,40.71882,-73.98852,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$299.00,2
174,50447,9744,2009-03-10,t,3.0,t,South Slope,Brooklyn,40.6693,-73.98804,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$139.00,175
175,51438,236421,2010-09-16,f,2.0,t,Upper East Side,Manhattan,40.77333,-73.95199000000001,t,Apartment,Private room,1.0,1.0,Real Bed,$130.00,0
176,51850,27848,2009-07-27,f,5.0,t,Jamaica,Queens,40.67252,-73.76597,t,House,Private room,1.0,1.0,Real Bed,$55.00,0
179,53469,204539,2010-08-17,f,5.0,t,Middle Village,Queens,40.717220000000005,-73.87856,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$98.00,331
180,53470,204539,2010-08-17,f,5.0,t,Ridgewood,Queens,40.70234,-73.89816,t,Apartment,Private room,2.0,3.0,Real Bed,$160.00,365
181,53477,204539,2010-08-17,f,5.0,t,Middle Village,Queens,40.71546,-73.87854,t,Townhouse,Entire home/apt,4.0,6.0,Real Bed,$265.00,365
182,54158,10889,2009-03-21,f,2.0,t,Williamsburg,Brooklyn,40.7195,-73.95976,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$249.00,5
184,54466,253385,2010-10-05,f,1.0,t,Harlem,Manhattan,40.80234,-73.95603,t,Apartment,Private room,1.0,1.0,Real Bed,$200.00,365
185,54508,210746,2010-08-23,t,3.0,t,Prospect Heights,Brooklyn,40.6787,-73.97261999999999,t,Townhouse,Private room,1.0,0.0,Real Bed,$100.00,0
186,54544,256161,2010-10-07,f,5.0,t,Harlem,Manhattan,40.81035,-73.94598,t,Apartment,Entire home/apt,1.0,4.0,Real Bed,$121.00,350
187,54626,190409,2010-08-03,f,3.0,t,Highbridge,Bronx,40.83075,-73.93058,t,House,Private room,1.0,1.0,Real Bed,$42.00,362
188,54694,27848,2009-07-27,f,5.0,t,Jamaica,Queens,40.672309999999996,-73.76613,t,House,Private room,1.0,1.0,Real Bed,$55.00,365
190,55467,260709,2010-10-13,t,1.0,t,Williamsburg,Brooklyn,40.71625,-73.93845,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$140.00,0
191,55498,262138,2010-10-14,t,1.0,t,Bedford-Stuyvesant,Brooklyn,40.6829,-73.93549,t,Apartment,Private room,1.0,2.0,Real Bed,$71.00,124
192,55668,88209,2010-03-04,f,1.0,t,NoHo,Manhattan,40.72773,-73.99134000000001,t,Apartment,Private room,1.0,1.0,Real Bed,$130.00,89
193,55959,168525,2010-07-16,t,2.0,t,Williamsburg,Brooklyn,40.709790000000005,-73.95161999999999,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,59
194,55982,264928,2010-10-18,f,1.0,t,Fort Greene,Brooklyn,40.68656,-73.97525,t,Apartment,Private room,1.0,1.0,Real Bed,$85.00,0
195,56859,256161,2010-10-07,f,5.0,t,Harlem,Manhattan,40.81219,-73.94499,t,Apartment,Private room,1.0,1.0,Real Bed,$64.00,340
198,57468,239208,2010-09-19,f,3.0,t,East Village,Manhattan,40.72821,-73.98701,t,Loft,Entire home/apt,1.0,1.0,Real Bed,$189.00,0
199,57618,274557,2010-10-30,t,1.0,t,Hell's Kitchen,Manhattan,40.7672,-73.98508000000001,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$250.00,1
200,57740,275459,2010-10-31,f,1.0,t,East Village,Manhattan,40.73012,-73.99053,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$239.00,363
201,57754,275578,2010-10-31,t,1.0,t,Flatiron District,Manhattan,40.7403,-73.98498000000001,t,Loft,Entire home/apt,1.0,1.0,Real Bed,$308.00,223
202,57874,276291,2010-11-01,t,3.0,t,Harlem,Manhattan,40.809309999999996,-73.94343,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$155.00,236
203,58059,277379,2010-11-03,f,2.0,t,Harlem,Manhattan,40.8251,-73.94287,t,Apartment,Private room,1.0,2.0,Real Bed,$60.00,0
205,58467,279797,2010-11-06,f,1.0,t,Roosevelt Island,Manhattan,40.76193,-73.9501,t,Apartment,Private room,1.0,0.0,Real Bed,$120.00,334
206,59014,282927,2010-11-10,t,1.0,t,Lower East Side,Manhattan,40.72052,-73.98589,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,275
207,59121,204539,2010-08-17,f,5.0,t,Ridgewood,Queens,40.70411,-73.89934000000001,t,Apartment,Entire home/apt,3.0,1.0,Real Bed,$145.00,365
208,59709,186084,2010-07-30,f,2.0,t,Chinatown,Manhattan,40.71756,-73.99503,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$250.00,170
209,59855,288031,2010-11-15,t,2.0,t,Midtown,Manhattan,40.7589,-73.96991,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,2
210,60164,289653,2010-11-17,f,3.0,t,SoHo,Manhattan,40.72003,-74.00262,t,Loft,Entire home/apt,3.0,3.0,Real Bed,$500.00,365
212,60611,292204,2010-11-19,f,3.0,t,East Harlem,Manhattan,40.79163,-73.94573000000001,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$125.00,365
213,60666,256161,2010-10-07,f,5.0,t,Harlem,Manhattan,40.8118,-73.94434,t,Apartment,Private room,1.0,2.0,Real Bed,$92.00,323
216,60794,293394,2010-11-20,f,1.0,t,Upper West Side,Manhattan,40.80021,-73.96070999999999,t,Apartment,Entire home/apt,3.0,3.0,Real Bed,$195.00,0
220,61492,297769,2010-11-24,t,2.0,t,Chinatown,Manhattan,40.71445,-73.9908,t,Apartment,Private room,1.0,1.0,Real Bed,$125.00,365
229,62903,306605,2010-12-01,t,2.0,t,Chelsea,Manhattan,40.74238,-73.99566999999999,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$205.00,89
230,62925,306739,2010-12-01,t,3.0,t,Greenpoint,Brooklyn,40.72945,-73.95510999999999,t,House,Entire home/apt,2.0,2.0,Real Bed,$285.00,365
232,63299,308875,2010-12-03,t,2.0,t,Williamsburg,Brooklyn,40.70763,-73.95177,t,Apartment,Private room,1.0,1.0,Real Bed,$59.00,58
235,63573,310458,2010-12-05,f,2.0,t,Park Slope,Brooklyn,40.66793,-73.98326999999999,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,0
236,63588,295128,2010-11-22,f,7.0,t,Clason Point,Bronx,40.81309,-73.85514,t,House,Private room,1.0,2.0,Real Bed,$90.00,364
237,63610,310670,2010-12-05,t,18.0,t,Eastchester,Bronx,40.88057,-73.83572,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$130.00,364
238,63657,170510,2010-07-18,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.682359999999996,-73.94314,t,Townhouse,Entire home/apt,1.0,1.0,Real Bed,$135.00,0
240,63913,312288,2010-12-07,f,1.0,t,Inwood,Manhattan,40.866479999999996,-73.9263,t,Apartment,Private room,1.0,2.0,Real Bed,$75.00,337
243,64107,313317,2010-12-08,t,1.0,t,Crown Heights,Brooklyn,40.6778,-73.94339000000001,t,Townhouse,Private room,1.0,1.0,Real Bed,$100.00,0
246,64361,314562,2010-12-09,f,1.0,t,East Village,Manhattan,40.72162,-73.9796,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$105.00,6
247,64365,314582,2010-12-09,f,2.0,t,Crown Heights,Brooklyn,40.67586,-73.95155,t,House,Private room,1.0,1.0,Real Bed,$60.00,353
248,64837,46978,2009-10-19,f,2.0,t,East Village,Manhattan,40.723209999999995,-73.98156999999999,t,Apartment,Private room,1.0,1.0,Real Bed,$68.00,34
249,65019,317809,2010-12-13,t,1.0,t,Upper West Side,Manhattan,40.77932,-73.98057,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$115.00,102
253,65615,320761,2010-12-16,t,1.0,t,Williamsburg,Brooklyn,40.71069,-73.95175,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$130.00,25
254,65660,320538,2010-12-16,f,1.0,t,Williamsburg,Brooklyn,40.70863,-73.94641,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$95.00,100
256,65834,321934,2010-12-18,f,1.0,t,Park Slope,Brooklyn,40.673190000000005,-73.97323,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$175.00,1
258,66251,324460,2010-12-21,t,2.0,t,East Village,Manhattan,40.72681,-73.98534000000001,t,Loft,Entire home/apt,1.0,1.0,Real Bed,$212.00,90
259,66275,314941,2010-12-10,t,3.0,t,Lower East Side,Manhattan,40.71904,-73.99391999999999,t,Apartment,Private room,1.0,2.0,Real Bed,$95.00,356
262,66974,329436,2010-12-28,t,2.0,t,Gowanus,Brooklyn,40.68076,-73.9896,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$190.00,311
263,67288,101597,2010-03-31,t,1.0,t,East Harlem,Manhattan,40.79603,-73.94903000000001,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$124.00,165
