,id,host_id,host_since,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,bedrooms,beds,bed_type,price,availability_365
10528,13348600,19836178,2014-08-11,f,1.0,t,Crown Heights,Brooklyn,40.67753686509598,-73.94507274102419,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,14
10531,6104187,31673092,2015-04-21,f,1.0,t,Crown Heights,Brooklyn,40.67756690923465,-73.94885603746104,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$100.00,92
10533,7199258,11241369,2014-01-12,f,1.0,t,Crown Heights,Brooklyn,40.67026051912982,-73.94970124760214,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$125.00,320
10536,8247721,43494916,2015-09-06,f,1.0,t,Crown Heights,Brooklyn,40.67791015896125,-73.95337108717698,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$75.00,0
10537,13618921,29220932,2015-03-12,f,1.0,t,Crown Heights,Brooklyn,40.67351298611487,-73.94530975791838,t,Apartment,Private room,1.0,1.0,Real Bed,$100.00,341
10538,13163670,23080138,2014-10-28,f,1.0,t,Crown Heights,Brooklyn,40.671942322195356,-73.95182371513721,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$195.00,0
10539,14801967,45593122,2015-10-02,f,1.0,t,Crown Heights,Brooklyn,40.673848428102886,-73.93392438655508,t,Apartment,Private room,1.0,1.0,Real Bed,$70.00,3
10540,2349715,11998560,2014-02-06,f,2.0,t,Crown Heights,Brooklyn,40.672859343546705,-73.92565543129072,t,Condominium,Entire home/apt,2.0,3.0,Real Bed,$160.00,313
10542,710290,1695885,2012-02-03,f,1.0,t,Crown Heights,Brooklyn,40.670973828390615,-73.94762137786556,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,90
10543,872008,4598714,2013-01-05,f,1.0,t,Crown Heights,Brooklyn,40.67760084799156,-73.9543086214378,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$75.00,197
10544,2544154,12719975,2014-03-02,t,1.0,t,Crown Heights,Brooklyn,40.67000155072853,-73.92438847696981,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,360
10545,11720032,46098301,2015-10-08,f,1.0,t,Crown Heights,Brooklyn,40.67007549742219,-73.93575970041819,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$75.00,365
10546,10605897,13731605,2014-03-31,t,2.0,t,Crown Heights,Brooklyn,40.676893089322725,-73.93966695887461,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$145.00,297
10548,10343542,13400096,2014-03-22,f,1.0,t,Crown Heights,Brooklyn,40.676500290724064,-73.94276853875235,t,Apartment,Private room,1.0,1.0,Real Bed,$37.00,0
10549,6804983,1675112,2012-01-30,f,1.0,t,Crown Heights,Brooklyn,40.66778791971594,-73.95787141380737,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,0
10550,6804319,20279153,2014-08-19,f,1.0,t,Crown Heights,Brooklyn,40.677024493415615,-73.96260906204915,t,Condominium,Entire home/apt,3.0,5.0,Real Bed,$200.00,0
10551,3003127,11998560,2014-02-06,f,2.0,t,Crown Heights,Brooklyn,40.67401054503512,-73.9283284965578,t,Condominium,Private room,1.0,2.0,Real Bed,$95.00,315
10552,971233,2280048,2012-05-03,f,1.0,t,Crown Heights,Brooklyn,40.669859709937406,-73.95141092349418,t,House,Entire home/apt,2.0,3.0,Real Bed,$100.00,329
10553,5231104,27072226,2015-02-01,f,1.0,t,Crown Heights,Brooklyn,40.669260306609296,-73.93602535303589,t,Apartment,Private room,1.0,1.0,Real Bed,$40.00,0
10556,4116403,4314639,2012-12-03,f,1.0,t,Crown Heights,Brooklyn,40.672840288954454,-73.95210309728759,t,Apartment,Private room,1.0,1.0,Real Bed,$65.00,0
10557,7393920,4127752,2012-11-12,f,1.0,t,Crown Heights,Brooklyn,40.67930259345145,-73.95925353251583,t,Townhouse,Private room,1.0,1.0,Real Bed,$52.00,34
10558,15585154,17295669,2014-06-26,f,1.0,t,Crown Heights,Brooklyn,40.671147496258136,-73.95944338371348,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$120.00,33
10559,2477728,2959577,2012-07-16,f,1.0,t,Crown Heights,Brooklyn,40.674923692719545,-73.95255376839029,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$75.00,0
10560,16174601,2952572,2012-07-16,f,1.0,t,Crown Heights,Brooklyn,40.67209069969142,-73.95871000275692,t,Apartment,Private room,1.0,1.0,Real Bed,$70.00,32
10562,3286369,16608415,2014-06-10,f,1.0,t,Crown Heights,Brooklyn,40.67141406490348,-73.93191010037704,t,Apartment,Private room,1.0,3.0,Real Bed,$135.00,250
10563,116940,209460,2010-08-22,f,4.0,t,Crown Heights,Brooklyn,40.67705383972779,-73.94924860830173,t,House,Private room,1.0,1.0,Real Bed,$80.00,365
10564,50726,221843,2010-09-02,f,1.0,t,Crown Heights,Brooklyn,40.673708819248475,-73.94871291129965,t,Apartment,Entire home/apt,2.0,1.0,Real Bed,$165.00,364
10565,1230956,6713700,2013-06-03,f,1.0,t,Crown Heights,Brooklyn,40.6692647013972,-73.95801532478855,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,363
10566,6866061,4939720,2013-02-02,f,1.0,t,Crown Heights,Brooklyn,40.66689118737153,-73.9588217505965,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$88.00,0
10570,2081408,318435,2010-12-14,f,1.0,t,Crown Heights,Brooklyn,40.66646267058199,-73.93604662688625,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$105.00,0
10571,411918,2050338,2012-04-01,f,2.0,t,Crown Heights,Brooklyn,40.66923503476847,-73.9440565971427,t,House,Entire home/apt,3.0,3.0,Real Bed,$160.00,140
10573,9615806,1461441,2011-12-01,f,1.0,t,Crown Heights,Brooklyn,40.677712719397285,-73.95697950074413,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$125.00,6
10576,10701027,345252,2011-01-12,f,3.0,t,Crown Heights,Brooklyn,40.68030171159499,-73.96260837341181,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$100.00,1
10577,8631355,19480603,2014-08-05,f,1.0,t,Crown Heights,Brooklyn,40.675894401744856,-73.95196297688038,t,Apartment,Private room,1.0,1.0,Real Bed,$80.00,0
10581,7450216,9799242,2013-11-04,f,1.0,t,Crown Heights,Brooklyn,40.67045270703573,-73.93897860298623,t,Apartment,Entire home/apt,3.0,5.0,Real Bed,$175.00,62
10582,6401592,10645724,2013-12-16,f,1.0,t,Crown Heights,Brooklyn,40.67704244981788,-73.93954864872305,t,Apartment,Private room,1.0,1.0,Real Bed,$55.00,0
10583,764753,3371859,2012-08-25,f,2.0,t,Crown Heights,Brooklyn,40.67678730257811,-73.9377587440359,t,House,Entire home/apt,3.0,3.0,Real Bed,$129.00,303
10584,10071188,15065559,2014-05-04,f,1.0,t,Crown Heights,Brooklyn,40.67104717103507,-73.94324042196742,t,House,Entire home/apt,2.0,2.0,Real Bed,$135.00,22
10585,5613983,2052888,2012-04-02,f,3.0,t,Crown Heights,Brooklyn,40.67889595343919,-73.96260300694904,t,Apartment,Private room,1.0,1.0,Real Bed,$42.00,0
10586,9349483,927980,2011-08-05,f,1.0,t,Crown Heights,Brooklyn,40.671565591023885,-73.95695793656945,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$109.00,0
10589,4550747,23533897,2014-11-09,f,6.0,t,Crown Heights,Brooklyn,40.67565421127062,-73.95120992891303,t,House,Private room,1.0,2.0,Real Bed,$52.00,364
10590,16164206,79585067,2016-06-23,f,3.0,t,Crown Heights,Brooklyn,40.67497017813276,-73.92288391113384,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$140.00,211
10591,9544914,22423049,2014-10-12,t,2.0,t,Crown Heights,Brooklyn,40.671569134419975,-73.94116823728146,t,Apartment,Private room,1.0,1.0,Real Bed,$36.00,226
10592,12427275,66402108,2016-04-09,f,3.0,t,Crown Heights,Brooklyn,40.673390727187424,-73.96035628560278,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$189.00,165
10596,15113234,335846,2011-01-05,f,1.0,t,Crown Heights,Brooklyn,40.67250679310978,-73.95093178338517,t,Apartment,Private room,1.0,1.0,Real Bed,$40.00,167
10597,11901938,3752523,2012-10-04,f,2.0,t,Crown Heights,Brooklyn,40.66951794594678,-73.94287391457894,t,Apartment,Entire home/apt,2.0,4.0,Real Bed,$168.00,345
10598,10918885,4917650,2013-01-31,f,1.0,t,Crown Heights,Brooklyn,40.6782438172959,-73.96208133842974,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$125.00,0
10599,13496129,18066933,2014-07-13,t,2.0,t,Crown Heights,Brooklyn,40.67555216686877,-73.94492627528123,t,Apartment,Private room,1.0,2.0,Real Bed,$65.00,0
10602,11573695,7041668,2013-06-21,f,1.0,t,Crown Heights,Brooklyn,40.670748839636715,-73.9447022411146,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,0
10604,1872838,4693453,2013-01-13,t,1.0,t,Crown Heights,Brooklyn,40.67592595101142,-73.95884628601733,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$90.00,0
10605,9558052,49489331,2015-11-20,f,1.0,t,Crown Heights,Brooklyn,40.665278058100974,-73.9329254287693,t,Apartment,Private room,1.0,1.0,Real Bed,$45.00,0
10606,13996860,115885,2010-04-30,f,2.0,t,Crown Heights,Brooklyn,40.67620892075061,-73.95776509664849,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$65.00,0
10609,14915471,34491381,2015-05-29,f,2.0,t,Crown Heights,Brooklyn,40.677508972732966,-73.94309821047085,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$52.00,247
10610,14851911,92974704,2016-09-01,f,2.0,t,Crown Heights,Brooklyn,40.665002987531956,-73.95858580851704,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,353
10614,14795784,2140246,2012-04-14,f,1.0,t,Crown Heights,Brooklyn,40.67580282445993,-73.96250556868506,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$95.00,271
10616,3359768,255748,2010-10-07,f,4.0,t,Crown Heights,Brooklyn,40.67358055922193,-73.91142676990114,t,House,Private room,1.0,1.0,Real Bed,$25.00,210
10617,1479731,7809536,2013-07-29,f,1.0,t,Crown Heights,Brooklyn,40.68007467590337,-73.96333918724321,t,Apartment,Private room,1.0,1.0,Real Bed,$95.00,177
