,id,host_id,host_since,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,bedrooms,beds,bed_type,price,availability_365
26,7816,21286,2009-06-12,f,2.0,t,Upper West Side,Manhattan,40.78818959522566,-73.96822049638172,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$225.00,195
27,8024,22486,2009-06-20,f,7.0,t,Park Slope,Brooklyn,40.68069398297942,-73.97705849663005,t,Townhouse,Private room,1.0,2.0,Real Bed,$130.00,330
28,8025,22486,2009-06-20,f,7.0,t,Park Slope,Brooklyn,40.679894925541475,-73.97797579903215,t,House,Private room,1.0,2.0,Real Bed,$110.00,303
29,8110,22486,2009-06-20,f,7.0,t,Park Slope,Brooklyn,40.68000629178835,-73.97864508221994,t,House,Private room,1.0,2.0,Real Bed,$110.00,307
30,8225,2758,2008-09-06,f,3.0,t,Harlem,Manhattan,40.79903412423927,-73.95406295429153,t,Apartment,Private room,1.0,2.0,Real Bed,$49.00,288
31,8343,24222,2009-07-02,f,2.0,t,East Village,Manhattan,40.72480817161134,-73.9805652508546,t,Apartment,Entire home/apt,3.0,4.0,Real Bed,$350.00,0
32,8490,25183,2009-07-10,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.68371074899763,-73.94027774242902,t,Apartment,Entire home/apt,1.0,4.0,Real Bed,$120.00,199
35,9518,31374,2009-08-12,f,1.0,t,Inwood,Manhattan,40.864816759303004,-73.92105541303916,t,Apartment,Private room,1.0,1.0,Real Bed,$44.00,337
36,9657,21904,2009-06-16,f,1.0,t,East Village,Manhattan,40.729198216846854,-73.98541526041708,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$180.00,365
39,9782,32169,2009-08-17,f,3.0,t,Greenpoint,Brooklyn,40.72219317335607,-73.93761942042345,t,Apartment,Private room,1.0,1.0,Real Bed,$55.00,331
42,10962,9744,2009-03-10,f,3.0,t,South Slope,Brooklyn,40.66869253514209,-73.98779831181402,t,House,Private room,1.0,2.0,Real Bed,$82.00,296
44,11900,45016,2009-10-11,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.690177244358075,-73.95222336779693,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$140.00,77
47,12192,46978,2009-10-19,f,2.0,t,East Village,Manhattan,40.722901227616475,-73.9819903872558,t,Apartment,Private room,1.0,1.0,Real Bed,$65.00,33
48,12299,47610,2009-10-22,f,1.0,t,South Slope,Brooklyn,40.66277874790975,-73.97966003099255,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$120.00,363
50,12318,16800,2009-05-12,t,4.0,t,Upper West Side,Manhattan,40.79009374656715,-73.97926932390199,t,Apartment,Private room,1.0,1.0,Real Bed,$135.00,218
52,12579,49366,2009-10-29,t,2.0,t,Clinton Hill,Brooklyn,40.68474000095959,-73.96682235808439,t,House,Entire home/apt,3.0,4.0,Real Bed,$380.00,151
53,12627,49670,2009-10-29,f,1.0,t,Prospect-Lefferts Gardens,Brooklyn,40.65943533447946,-73.96238026405102,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,57
54,12937,50124,2009-10-31,f,1.0,t,Long Island City,Queens,40.747708191147396,-73.94739547980599,t,Townhouse,Private room,1.0,2.0,Real Bed,$130.00,229
55,12940,50148,2009-10-31,f,6.0,t,Bedford-Stuyvesant,Brooklyn,40.681112241394885,-73.95591103683243,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$110.00,26
56,13050,50846,2009-11-02,f,1.0,t,Bedford-Stuyvesant,Brooklyn,40.6855422591363,-73.94090222739212,t,House,Entire home/apt,2.0,2.0,Real Bed,$115.00,156
58,13121,27848,2009-07-27,f,7.0,t,Jamaica,Queens,40.67116992171484,-73.7657642820383,t,House,Private room,1.0,2.0,Real Bed,$68.00,365
60,13414,52451,2009-11-08,f,1.0,t,Williamsburg,Brooklyn,40.71786507887389,-73.95907724918175,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$40.00,0
61,13536,53024,2009-11-10,f,1.0,t,Prospect-Lefferts Gardens,Brooklyn,40.66143906728155,-73.94695127019847,t,House,Private room,1.0,1.0,Real Bed,$50.00,365
62,13552,7612,2009-02-09,f,1.0,t,Upper West Side,Manhattan,40.77897583392651,-73.98171431150878,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$120.00,21
65,14290,56104,2009-11-20,f,4.0,t,Williamsburg,Brooklyn,40.704201943340934,-73.93559681582632,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$174.00,152
66,14314,56246,2009-11-21,t,1.0,t,Greenpoint,Brooklyn,40.735060823033706,-73.95392338061228,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$144.00,240
67,14322,56284,2009-11-21,f,1.0,t,Kips Bay,Manhattan,40.73961241914015,-73.9807431832227,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,290
68,14377,56512,2009-11-22,f,1.0,t,Williamsburg,Brooklyn,40.70880818684364,-73.95930151344403,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$140.00,31
73,14991,59023,2009-12-01,f,1.0,t,Lower East Side,Manhattan,40.720035299893325,-73.99104095326338,t,Apartment,Private room,1.0,1.0,Real Bed,$100.00,365
74,15220,59734,2009-12-03,f,2.0,t,Hell's Kitchen,Manhattan,40.75530983925373,-73.99292939234634,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,285
76,15338,32169,2009-08-17,f,3.0,t,Greenpoint,Brooklyn,40.72401053261897,-73.93787985332676,t,Apartment,Private room,1.0,1.0,Real Bed,$49.00,310
77,15385,60252,2009-12-05,f,1.0,t,Williamsburg,Brooklyn,40.711850710711886,-73.96204001812195,t,Apartment,Private room,1.0,1.0,Real Bed,$80.00,310
82,15711,61491,2009-12-09,t,2.0,t,Upper East Side,Manhattan,40.77065410928724,-73.95269477230711,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$238.00,126
83,15729,61531,2009-12-09,f,2.0,t,Red Hook,Brooklyn,40.67694747831807,-74.01120866313687,t,House,Private room,1.0,1.0,Real Bed,$89.00,365
85,16089,656594,2011-06-02,t,3.0,t,Upper East Side,Manhattan,40.769407203625974,-73.95049758864337,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$225.00,183
86,16326,63588,2009-12-16,t,3.0,t,Prospect Heights,Brooklyn,40.678105461435976,-73.9642844249074,t,Apartment,Entire home/apt,4.0,4.0,Real Bed,$339.00,242
87,16338,63613,2009-12-16,f,2.0,t,Clinton Hill,Brooklyn,40.68999660971036,-73.96787828852598,t,Apartment,Private room,1.0,2.0,Real Bed,$55.00,338
88,16422,63945,2009-12-17,f,1.0,t,Flatbush,Brooklyn,40.6542341042183,-73.95920897035829,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,364
89,16458,64056,2009-12-18,f,1.0,t,Park Slope,Brooklyn,40.67342578438242,-73.98337719092544,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$225.00,0
90,16580,64442,2009-12-19,t,2.0,t,East Village,Manhattan,40.72648794825359,-73.97903515407233,t,Apartment,Private room,1.0,1.0,Real Bed,$80.00,167
91,16595,64522,2009-12-20,f,2.0,t,Williamsburg,Brooklyn,40.70933027767142,-73.96791761266012,t,Loft,Entire home/apt,1.0,3.0,Real Bed,$250.00,365
93,16821,4396,2008-11-19,t,3.0,t,East Village,Manhattan,40.722982470069844,-73.9847363267221,t,Apartment,Private room,1.0,1.0,Real Bed,$79.00,359
94,16885,25188,2009-07-10,f,517.0,t,Murray Hill,Manhattan,40.74450046554722,-73.9740372167309,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$329.00,364
96,16974,65837,2009-12-26,t,1.0,t,East Harlem,Manhattan,40.80164249642196,-73.93922139409575,t,Apartment,Entire home/apt,4.0,6.0,Real Bed,$225.00,185
98,17037,66035,2009-12-27,f,1.0,t,East Village,Manhattan,40.72162396695856,-73.98008134185316,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$210.00,177
99,17052,66087,2009-12-27,f,7.0,t,Bay Ridge,Brooklyn,40.63501475696753,-74.03426468512849,t,Apartment,Entire home/apt,1.0,4.0,Real Bed,$125.00,361
100,17092,66243,2009-12-28,f,1.0,t,Hell's Kitchen,Manhattan,40.76341922524977,-73.98865412541801,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,255
101,17226,4267,2008-11-12,f,2.0,t,Upper West Side,Manhattan,40.78795515362509,-73.97683656150586,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$170.00,283
103,17297,67105,2010-01-02,f,3.0,t,Bedford-Stuyvesant,Brooklyn,40.68134004994295,-73.93636742120849,t,Apartment,Entire home/apt,3.0,6.0,Real Bed,$180.00,137
104,17298,67105,2010-01-02,f,3.0,t,Bedford-Stuyvesant,Brooklyn,40.68290560538664,-73.93663815279464,t,Apartment,Entire home/apt,3.0,5.0,Real Bed,$180.00,135
105,17299,67105,2010-01-02,f,3.0,t,Bedford-Stuyvesant,Brooklyn,40.682759729881404,-73.93502572625734,t,Apartment,Entire home/apt,3.0,5.0,Real Bed,$180.00,146
108,17747,68599,2010-01-07,t,1.0,t,Clinton Hill,Brooklyn,40.68346274904446,-73.9637353238205,t,Apartment,Private room,1.0,1.0,Real Bed,$105.00,362
109,18127,69829,2010-01-11,f,1.0,t,East Village,Manhattan,40.72828036457991,-73.98801162083384,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$170.00,277
110,18152,69942,2010-01-12,f,1.0,t,Upper East Side,Manhattan,40.76864805046804,-73.95058189535223,t,Apartment,Private room,1.0,1.0,Real Bed,$240.00,359
113,18590,71512,2010-01-18,t,5.0,t,Fort Greene,Brooklyn,40.69320443706881,-73.9726727811357,t,Apartment,Private room,1.0,1.0,Real Bed,$85.00,88
115,18764,72014,2010-01-20,f,4.0,t,Williamsburg,Brooklyn,40.71153983916477,-73.96111965451695,t,Apartment,Private room,1.0,2.0,Real Bed,$129.00,230
117,19169,73128,2010-01-24,f,2.0,t,Lower East Side,Manhattan,40.71851207376542,-73.98892346023239,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$285.00,249
118,19282,73469,2010-01-25,f,1.0,t,Flatbush,Brooklyn,40.65401060550421,-73.9632268547103,t,Apartment,Entire home/apt,1.0,3.0,Real Bed,$140.00,91
119,19812,74857,2010-01-29,f,1.0,t,Williamsburg,Brooklyn,40.71832731839538,-73.95747794205937,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$95.00,229
121,20300,76627,2010-02-02,f,1.0,t,East Village,Manhattan,40.7291197638643,-73.98057094180119,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,0
122,20311,11365,2009-03-25,f,1.0,t,Prospect Heights,Brooklyn,40.672059213514046,-73.9634376530925,t,Apartment,Private room,1.0,1.0,Real Bed,$70.00,177
123,20611,72014,2010-01-20,f,4.0,t,Williamsburg,Brooklyn,40.71155755141047,-73.96217804043016,t,Apartment,Private room,1.0,1.0,Real Bed,$84.00,265
124,20724,961342,2011-08-12,f,3.0,t,Bushwick,Brooklyn,40.70032104605854,-73.93829583489249,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,365
125,20734,78460,2010-02-07,t,1.0,t,Prospect Heights,Brooklyn,40.68233275438249,-73.9726101475189,t,Townhouse,Entire home/apt,1.0,2.0,Real Bed,$131.00,93
126,20853,79070,2010-02-08,t,3.0,t,Prospect Heights,Brooklyn,40.6803505490096,-73.97162151058626,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$250.00,0
128,21456,42032,2009-09-29,f,1.0,t,Upper West Side,Manhattan,40.79764221122139,-73.96177484377306,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$140.00,117
129,21644,82685,2010-02-18,f,1.0,t,Harlem,Manhattan,40.82802807160385,-73.9473084684745,t,Apartment,Private room,1.0,1.0,Real Bed,$89.00,365
133,23135,11481,2009-03-26,f,3.0,t,Carroll Gardens,Brooklyn,40.68075631867532,-74.00087938997308,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$175.00,349
135,23545,92411,2010-03-13,f,1.0,t,Harlem,Manhattan,40.82747608047686,-73.95068916868414,t,House,Entire home/apt,2.0,5.0,Real Bed,$240.00,172
137,24143,97219,2010-03-22,t,5.0,t,Williamsburg,Brooklyn,40.713318359663155,-73.94177265730094,t,Apartment,Private room,1.0,1.0,Real Bed,$101.00,333
144,25235,87773,2010-03-03,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.683731618345774,-73.92376888978245,t,Apartment,Entire home/apt,2.0,4.0,Real Bed,$125.00,292
145,25406,105538,2010-04-08,f,1.0,t,Williamsburg,Brooklyn,40.714591391540104,-73.94844313020789,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$139.00,62
147,26012,109589,2010-04-16,f,1.0,t,Gowanus,Brooklyn,40.68156862933999,-73.98988824500441,t,House,Entire home/apt,3.0,3.0,Real Bed,$200.00,65
148,26362,59734,2009-12-03,f,2.0,t,Hell's Kitchen,Manhattan,40.755265906956794,-73.99290903858031,t,Apartment,Private room,1.0,1.0,Real Bed,$59.00,290
149,26520,51038,2009-11-03,f,6.0,t,Clinton Hill,Brooklyn,40.68698085198674,-73.96571807339976,t,Townhouse,Private room,1.0,2.0,Real Bed,$125.00,336
150,26540,112647,2010-04-23,f,3.0,t,East Village,Manhattan,40.726444049063616,-73.98603003561458,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,0
152,26785,42273,2009-09-29,t,1.0,t,South Slope,Brooklyn,40.66853475288704,-73.98911600685754,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$135.00,228
154,26954,115157,2010-04-28,f,1.0,t,Kips Bay,Manhattan,40.742939824150355,-73.98009486564136,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$199.00,365
155,26969,115307,2010-04-29,f,1.0,t,Williamsburg,Brooklyn,40.71941732135791,-73.95747863605786,t,House,Entire home/apt,3.0,4.0,Real Bed,$295.00,79
156,27006,115560,2010-04-29,f,1.0,t,Upper West Side,Manhattan,40.778227022326924,-73.97636774433677,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$235.00,134
157,27024,3227,2008-09-26,f,1.0,t,Chelsea,Manhattan,40.74968145921388,-74.00052222627559,t,Apartment,Entire home/apt,1.0,3.0,Real Bed,$125.00,155
159,27531,118971,2010-05-05,t,2.0,t,South Slope,Brooklyn,40.668310655877434,-73.98604115406287,t,House,Private room,1.0,2.0,Real Bed,$99.00,60
160,27644,119510,2010-05-06,f,1.0,t,Harlem,Manhattan,40.82753776965508,-73.94918761964631,t,Apartment,Entire home/apt,1.0,5.0,Real Bed,$170.00,354
161,27659,119588,2010-05-06,f,2.0,t,South Slope,Brooklyn,40.66498777417858,-73.97924895230244,t,Apartment,Entire home/apt,4.0,6.0,Real Bed,$400.00,185
165,28321,65091,2009-12-22,f,1.0,t,Prospect-Lefferts Gardens,Brooklyn,40.65593237483326,-73.96053029292403,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,365
167,28383,25188,2009-07-10,f,517.0,t,Midtown,Manhattan,40.75466336102469,-73.9662025990987,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$369.00,179
168,28396,6197784,2013-05-02,f,1.0,t,Williamsburg,Brooklyn,40.719225928658716,-73.96467869635879,t,Apartment,Private room,1.0,1.0,Real Bed,$90.00,0
170,29012,124797,2010-05-14,f,3.0,t,Washington Heights,Manhattan,40.85879140696749,-73.93128477092479,t,Apartment,Private room,1.0,1.0,Real Bed,$85.00,310
172,29414,125857,2010-05-16,t,1.0,t,East Village,Manhattan,40.72466660446968,-73.98714459834825,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$185.00,84
174,29594,127428,2010-05-18,f,1.0,t,Williamsburg,Brooklyn,40.71256452669347,-73.93952049216212,t,House,Entire home/apt,1.0,1.0,Real Bed,$96.00,62
175,29628,127608,2010-05-18,t,1.0,t,Clinton Hill,Brooklyn,40.68413681357075,-73.9635097273735,t,Apartment,Private room,1.0,1.0,Real Bed,$89.00,317
176,30031,129352,2010-05-21,t,1.0,t,Greenpoint,Brooklyn,40.734944989151714,-73.95029903183139,t,Apartment,Private room,1.0,1.0,Real Bed,$50.00,272
177,30222,130293,2010-05-23,f,2.0,t,Boerum Hill,Brooklyn,40.68599124526251,-73.99077146521645,t,Apartment,Private room,1.0,1.0,Real Bed,$105.00,331
178,30589,131716,2010-05-25,f,1.0,t,Williamsburg,Brooklyn,40.71259882542578,-73.95001206794261,t,Loft,Private room,1.0,1.0,Real Bed,$119.00,85
179,30927,120335,2010-05-07,f,1.0,t,Lower East Side,Manhattan,40.713412678092396,-73.98855504350283,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$105.00,15
181,31130,117287,2010-05-02,f,2.0,t,Hell's Kitchen,Manhattan,40.76754075202741,-73.98398729819304,t,Apartment,Private room,1.0,1.0,Real Bed,$230.00,162
183,31555,135619,2010-05-31,f,1.0,t,West Village,Manhattan,40.73442037594075,-74.00302679177791,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$125.00,42
184,31902,137292,2010-06-02,f,1.0,t,Flatlands,Brooklyn,40.6318830455926,-73.93248325059389,t,House,Private room,3.0,1.0,Real Bed,$77.00,364
185,31994,137814,2010-06-03,f,3.0,t,Clinton Hill,Brooklyn,40.687304592304,-73.96339890373561,t,Apartment,Private room,1.0,1.0,Real Bed,$85.00,341
186,32023,137974,2010-06-03,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.68295677256781,-73.9366195615412,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$125.00,195
187,32037,116599,2010-05-01,f,4.0,t,Clinton Hill,Brooklyn,40.68630021383355,-73.96764761961074,t,Guest suite,Private room,1.0,2.0,Real Bed,$125.00,365
188,32100,138579,2010-06-04,t,3.0,t,Greenpoint,Brooklyn,40.73408707398753,-73.9534799503158,t,Apartment,Entire home/apt,3.0,3.0,Real Bed,$275.00,63
189,32244,111921,2010-04-21,t,2.0,t,East Village,Manhattan,40.72529350959334,-73.98471450473248,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,1
190,32289,139612,2010-06-06,f,1.0,t,Williamsburg,Brooklyn,40.715610965817035,-73.94834578939853,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$199.00,93
194,32965,137974,2010-06-03,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.68281304045724,-73.93524181855119,t,Apartment,Entire home/apt,1.0,5.0,Real Bed,$115.00,216
196,33156,128669,2010-05-20,f,3.0,t,Upper West Side,Manhattan,40.788485285125354,-73.96882645372341,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$132.00,271
197,33223,72014,2010-01-20,f,4.0,t,Williamsburg,Brooklyn,40.71165248935856,-73.96086949463016,t,Apartment,Private room,1.0,1.0,Real Bed,$78.00,239
198,33525,139627,2010-06-06,f,1.0,t,Kew Gardens,Queens,40.71107373086583,-73.82932452747511,t,Apartment,Private room,1.0,1.0,Real Bed,$105.00,89
199,34760,149929,2010-06-22,t,4.0,t,Fort Greene,Brooklyn,40.691010966927905,-73.97311570050206,t,Townhouse,Private room,1.0,1.0,Real Bed,$44.00,92
200,35526,120291,2010-05-07,f,1.0,t,West Village,Manhattan,40.73474123158978,-74.00100667330109,t,Apartment,Private room,1.0,1.0,Real Bed,$156.00,294
201,35950,154332,2010-06-28,f,1.0,t,Downtown Brooklyn,Brooklyn,40.69655230339756,-73.99007790075491,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,100
203,36121,62165,2009-12-11,f,2.0,t,Prospect Heights,Brooklyn,40.67386326644874,-73.96640972186452,t,Apartment,Private room,1.0,1.0,Real Bed,$85.00,276
204,36133,142684,2010-06-11,t,1.0,t,Williamsburg,Brooklyn,40.715355856262406,-73.9605680824055,t,Apartment,Private room,1.0,1.0,Real Bed,$135.00,325
205,36442,137432,2010-06-02,f,1.0,t,Prospect Heights,Brooklyn,40.67410379070842,-73.96595470823863,t,Apartment,Entire home/apt,2.0,4.0,Real Bed,$115.00,86
208,37197,160605,2010-07-07,t,1.0,t,East Village,Manhattan,40.72124804451993,-73.98176637556114,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$155.00,24
209,38638,92788,2010-03-14,f,2.0,t,Upper East Side,Manhattan,40.77711073844867,-73.95270458111428,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$219.00,305
210,38663,165789,2010-07-13,f,1.0,t,Boerum Hill,Brooklyn,40.68558966466332,-73.98093534091848,t,House,Entire home/apt,5.0,6.0,Real Bed,$475.00,270
211,38780,134505,2010-05-29,t,1.0,t,Washington Heights,Manhattan,40.854619069092045,-73.93170896476995,t,Apartment,Private room,1.0,1.0,Real Bed,$60.00,180
214,39282,168525,2010-07-16,t,2.0,t,Williamsburg,Brooklyn,40.710881460424275,-73.95054967715247,t,Apartment,Private room,1.0,1.0,Real Bed,$69.00,127
215,39572,169927,2010-07-17,f,2.0,t,Hell's Kitchen,Manhattan,40.762330499420436,-73.98854072416395,t,Apartment,Private room,1.0,1.0,Real Bed,$119.00,362
216,39704,170510,2010-07-18,f,2.0,t,Bedford-Stuyvesant,Brooklyn,40.683060947946245,-73.94658580197115,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$135.00,333
217,39755,170813,2010-07-18,f,1.0,t,Upper West Side,Manhattan,40.80030898015312,-73.9680334404475,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$250.00,0
218,40039,171851,2010-07-18,f,1.0,t,DUMBO,Brooklyn,40.702065073715524,-73.98571024938927,t,Apartment,Private room,1.0,1.0,Real Bed,$250.00,365
219,40084,172137,2010-07-19,f,3.0,t,Prospect-Lefferts Gardens,Brooklyn,40.656996010732385,-73.95752050081695,t,Apartment,Private room,1.0,1.0,Real Bed,$36.00,0
221,40453,174025,2010-07-19,f,2.0,t,Upper East Side,Manhattan,40.76123017834885,-73.96419598513351,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,365
222,41348,180083,2010-07-25,t,1.0,t,Gowanus,Brooklyn,40.66857597980875,-73.9908275745977,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$250.00,309
224,41513,181167,2010-07-26,f,1.0,t,Harlem,Manhattan,40.82703898392731,-73.94907295689723,t,Apartment,Entire home/apt,1.0,3.0,Real Bed,$80.00,0
226,41959,140272,2010-06-07,t,1.0,t,East Harlem,Manhattan,40.79057858680755,-73.9497775130456,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$137.00,147
228,42580,137814,2010-06-03,f,3.0,t,Clinton Hill,Brooklyn,40.688430733530346,-73.96408300011086,t,Apartment,Private room,1.0,1.0,Real Bed,$70.00,354
229,42729,11481,2009-03-26,f,3.0,t,Carroll Gardens,Brooklyn,40.67829732918229,-74.00134838060784,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$165.00,331
230,42744,91536,2010-03-11,f,2.0,t,Upper West Side,Manhattan,40.79002259751771,-73.97481982763722,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$899.00,365
232,43656,190934,2010-08-04,f,1.0,t,West Village,Manhattan,40.733169894881954,-74.00054554476668,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$280.00,19
234,44096,190409,2010-08-03,f,3.0,t,Highbridge,Bronx,40.83231582178769,-73.93183520859249,t,House,Private room,1.0,1.0,Real Bed,$36.00,359
235,44145,179020,2010-07-24,f,1.0,t,Hell's Kitchen,Manhattan,40.7636712034764,-73.9936385578271,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$149.00,353
238,44221,193722,2010-08-06,t,1.0,t,Financial District,Manhattan,40.706661979614786,-74.01374132052071,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$225.00,17
241,44472,170703,2010-07-18,f,1.0,t,NoHo,Manhattan,40.728252349439025,-73.99286253458061,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$385.00,308
243,44698,196764,2010-08-09,f,6.0,t,Parkchester,Bronx,40.833055013952425,-73.87133071137382,t,Apartment,Private room,1.0,1.0,Real Bed,$45.00,365
244,45556,67778,2010-01-04,t,2.0,t,Fort Greene,Brooklyn,40.68863465915564,-73.97691139934959,t,Apartment,Private room,1.0,1.0,Real Bed,$75.00,329
245,45689,203103,2010-08-16,t,1.0,t,West Village,Manhattan,40.73836391541396,-74.00447809406722,t,Apartment,Entire home/apt,2.0,3.0,Real Bed,$395.00,288
246,45910,204539,2010-08-17,f,5.0,t,Ridgewood,Queens,40.70381841834279,-73.89796857525728,t,Apartment,Entire home/apt,5.0,10.0,Real Bed,$370.00,365
247,45936,867225,2011-07-25,f,2.0,t,Morningside Heights,Manhattan,40.80549332183545,-73.95923692841976,t,Apartment,Private room,1.0,2.0,Real Bed,$99.00,273
248,45940,204724,2010-08-17,t,1.0,t,Williamsburg,Brooklyn,40.71626842420742,-73.95869792702902,t,Condominium,Private room,1.0,1.0,Real Bed,$100.00,359
249,46544,8198,2009-02-19,f,1.0,t,Park Slope,Brooklyn,40.67993878273917,-73.97862874428371,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,151
250,46723,209460,2010-08-22,f,4.0,t,Bedford-Stuyvesant,Brooklyn,40.679918535627365,-73.94750186789041,t,House,Private room,1.0,1.0,Real Bed,$90.00,353
