,id,host_id,host_since,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,bedrooms,beds,bed_type,price,availability_365
33399,430665,2141109,2012-04-14,f,1.0,t,Upper West Side,Manhattan,40.792338346423186,-73.96481839447665,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$250.00,0
33400,16360071,16442321,2014-06-05,f,1.0,t,Upper West Side,Manhattan,40.7766390423381,-73.98414381424476,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$140.00,18
33404,13223445,51756175,2015-12-19,f,1.0,t,Upper West Side,Manhattan,40.772821690415846,-73.980800189542,t,Apartment,Private room,1.0,1.0,Real Bed,$115.00,0
33406,42744,91536,2010-03-11,f,2.0,t,Upper West Side,Manhattan,40.79002259751771,-73.97481982763722,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$899.00,365
33407,7579573,39742177,2015-07-27,f,1.0,t,Upper West Side,Manhattan,40.783234498410465,-73.97720784479732,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$155.00,0
33409,4232865,21964818,2014-09-30,f,1.0,t,Upper West Side,Manhattan,40.78277558806095,-73.97437257422358,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,0
33410,10336325,28067299,2015-02-20,f,1.0,t,Upper West Side,Manhattan,40.78651172214245,-73.97601049479053,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,0
33412,10140164,49945853,2015-11-26,f,6.0,t,Upper West Side,Manhattan,40.79557624027089,-73.97031688170938,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$250.00,348
33415,10070350,39765154,2015-07-27,f,1.0,t,Upper West Side,Manhattan,40.798599999576986,-73.96168152665115,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$125.00,0
33416,13866792,21732876,2014-09-24,f,2.0,t,Upper West Side,Manhattan,40.798874811415736,-73.96279952725611,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$104.00,6
33417,294250,45682,2009-10-13,t,1.0,t,Upper West Side,Manhattan,40.77611281239136,-73.97807826945453,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$150.00,10
33421,15444738,9206382,2013-10-03,f,1.0,t,Upper West Side,Manhattan,40.783018458021274,-73.97278745154469,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$200.00,35
33423,6717390,12701425,2014-03-01,f,1.0,t,Upper West Side,Manhattan,40.79814776409645,-73.9616786241893,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$180.00,121
33429,2273019,8105524,2013-08-12,f,1.0,t,Upper West Side,Manhattan,40.77018279607685,-73.98643294038986,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,0
33432,700408,3593146,2012-09-17,f,1.0,t,Upper West Side,Manhattan,40.799503943616315,-73.96908236996394,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$132.00,0
33434,5812875,5963594,2013-04-17,f,1.0,t,Upper West Side,Manhattan,40.77647137063629,-73.98211206383569,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$175.00,0
33436,7981162,6670406,2013-05-31,f,1.0,t,Upper West Side,Manhattan,40.802756765196705,-73.96464162308831,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$100.00,0
33437,6797129,8924676,2013-09-18,f,1.0,t,Upper West Side,Manhattan,40.778235939882606,-73.97701458632076,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$375.00,0
33438,1947486,10071664,2013-11-17,f,1.0,t,Upper West Side,Manhattan,40.78224719905325,-73.97637183305801,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$185.00,35
33439,7419334,19135506,2014-07-29,f,1.0,t,Upper West Side,Manhattan,40.777703738196784,-73.98795633438036,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$150.00,0
33440,17545062,1717227,2012-02-07,f,1.0,t,Upper West Side,Manhattan,40.781518715003095,-73.98301501016076,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,3
33441,7452390,15384588,2014-05-11,f,1.0,t,Upper West Side,Manhattan,40.79790953705418,-73.96323835250966,t,Apartment,Private room,1.0,2.0,Real Bed,$130.00,139
33442,16823923,71739526,2016-05-12,f,1.0,t,Upper West Side,Manhattan,40.770159051794096,-73.98125666879204,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,0
33444,5589339,624441,2011-05-25,f,1.0,t,Upper West Side,Manhattan,40.7779295745936,-73.97875095540847,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$175.00,0
33446,309342,1586945,2012-01-09,f,1.0,t,Upper West Side,Manhattan,40.79043851943585,-73.97513005910764,t,Apartment,Private room,1.0,3.0,Real Bed,$99.00,241
33447,14202979,86182721,2016-07-26,f,1.0,t,Upper West Side,Manhattan,40.780042904829,-73.98313912039006,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$210.00,0
33450,6375849,24864295,2014-12-15,f,1.0,t,Upper West Side,Manhattan,40.799613024083115,-73.96042711226153,t,Apartment,Private room,1.0,2.0,Real Bed,$90.00,0
33451,768797,2115753,2012-04-11,t,1.0,t,Upper West Side,Manhattan,40.794396178728725,-73.97020475888577,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$319.00,180
33454,2210041,8112314,2013-08-12,f,1.0,t,Upper West Side,Manhattan,40.78615738274125,-73.97347631633596,t,Apartment,Private room,2.0,1.0,Real Bed,$89.00,344
33458,17219296,8079216,2013-08-11,f,2.0,t,Upper West Side,Manhattan,40.800696059871505,-73.96123025928934,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$145.00,9
33462,6070899,13934385,2014-04-05,f,1.0,t,Upper West Side,Manhattan,40.776843018924104,-73.97978716165866,t,Apartment,Entire home/apt,2.0,2.0,Real Bed,$195.00,0
33463,15843139,17215073,2014-06-24,f,1.0,t,Upper West Side,Manhattan,40.777423446622684,-73.97839660832251,t,Apartment,Entire home/apt,3.0,4.0,Real Bed,$438.00,126
